"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 07 06:10:42 GMT 2024","Sun Jan 07 06:10:43 GMT 2024","737","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Sun Jan 07 06:10:29 GMT 2024","Sun Jan 07 06:10:30 GMT 2024","712","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Sun Jan 07 06:10:35 GMT 2024","Sun Jan 07 06:10:38 GMT 2024","2936","","","","","","Add product to the cart",""
"passed","Sun Jan 07 06:10:32 GMT 2024","Sun Jan 07 06:10:33 GMT 2024","1578","","","","","","Get all products",""
"passed","Sun Jan 07 06:10:33 GMT 2024","Sun Jan 07 06:10:35 GMT 2024","2200","","","","","","Get a specific product from the list based on the product Id",""
"passed","Sun Jan 07 06:10:38 GMT 2024","Sun Jan 07 06:10:41 GMT 2024","2874","","","","","","Creation of the order",""
"passed","Sun Jan 07 06:10:26 GMT 2024","Sun Jan 07 06:10:29 GMT 2024","2437","","","","","","Successful login - happy path #1",""
"passed","Sun Jan 07 06:10:41 GMT 2024","Sun Jan 07 06:10:42 GMT 2024","905","","","","","","Successful registration - happy path",""
"passed","Sun Jan 07 06:10:29 GMT 2024","Sun Jan 07 06:10:29 GMT 2024","811","","","","","","Successful login - happy path #2",""
"passed","Sun Jan 07 06:10:30 GMT 2024","Sun Jan 07 06:10:31 GMT 2024","767","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Sun Jan 07 06:10:31 GMT 2024","Sun Jan 07 06:10:32 GMT 2024","701","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
